0	0.00e+00	8.03e-04
1	0.00e+00	1.06e-03
2	0.00e+00	8.75e-04
3	0.00e+00	1.14e-03
4	0.00e+00	8.80e-04
5	0.00e+00	1.02e-03
6	0.00e+00	9.53e-04
7	0.00e+00	9.54e-04
8	0.00e+00	9.59e-04
9	0.00e+00	1.01e-03
10	0.00e+00	9.46e-04
11	0.00e+00	9.57e-04
12	0.00e+00	9.76e-04
13	0.00e+00	9.11e-04
14	0.00e+00	1.04e-03
15	0.00e+00	1.02e-03
16	0.00e+00	1.02e-03
17	0.00e+00	9.40e-04
18	0.00e+00	9.27e-04
19	0.00e+00	9.13e-04
20	0.00e+00	9.34e-04
21	0.00e+00	9.44e-04
22	0.00e+00	9.47e-04
23	0.00e+00	1.03e-03
24	0.00e+00	1.07e-03
25	0.00e+00	1.13e-03
26	0.00e+00	1.23e-03
27	0.00e+00	1.30e-03
28	0.00e+00	1.40e-03
29	0.00e+00	1.52e-03
30	0.00e+00	1.57e-03
31	0.00e+00	1.64e-03
32	0.00e+00	1.74e-03
33	0.00e+00	1.92e-03
34	0.00e+00	1.91e-03
35	0.00e+00	2.01e-03
36	0.00e+00	2.19e-03
37	0.00e+00	2.43e-03
38	0.00e+00	2.55e-03
39	0.00e+00	2.91e-03
40	0.00e+00	2.96e-03
41	0.00e+00	3.15e-03
42	0.00e+00	3.28e-03
43	0.00e+00	3.47e-03
44	0.00e+00	3.77e-03
45	0.00e+00	3.97e-03
46	0.00e+00	4.23e-03
47	0.00e+00	4.52e-03
48	0.00e+00	5.02e-03
49	0.00e+00	5.17e-03
50	0.00e+00	5.61e-03
51	0.00e+00	6.08e-03
52	0.00e+00	6.52e-03
53	0.00e+00	6.89e-03
54	0.00e+00	7.28e-03
55	0.00e+00	7.75e-03
56	0.00e+00	8.46e-03
57	0.00e+00	8.58e-03
58	0.00e+00	9.60e-03
59	0.00e+00	1.00e-02
60	0.00e+00	1.06e-02
61	0.00e+00	1.10e-02
62	0.00e+00	1.15e-02
63	0.00e+00	1.21e-02
64	0.00e+00	1.24e-02
65	0.00e+00	1.30e-02
66	0.00e+00	1.41e-02
67	0.00e+00	1.44e-02
68	0.00e+00	1.47e-02
69	0.00e+00	1.54e-02
70	0.00e+00	1.64e-02
71	0.00e+00	1.69e-02
72	0.00e+00	1.77e-02
73	0.00e+00	1.90e-02
74	0.00e+00	2.03e-02
75	0.00e+00	2.09e-02
76	0.00e+00	2.07e-02
77	0.00e+00	2.13e-02
78	0.00e+00	2.17e-02
79	0.00e+00	2.22e-02
80	0.00e+00	2.32e-02
81	0.00e+00	2.43e-02
82	0.00e+00	2.50e-02
83	0.00e+00	2.60e-02
84	0.00e+00	2.61e-02
85	0.00e+00	2.60e-02
86	0.00e+00	2.75e-02
87	0.00e+00	2.77e-02
88	0.00e+00	2.81e-02
89	0.00e+00	2.95e-02
90	0.00e+00	2.98e-02
91	0.00e+00	3.13e-02
92	0.00e+00	3.10e-02
93	0.00e+00	3.13e-02
94	0.00e+00	3.22e-02
95	0.00e+00	3.30e-02
96	0.00e+00	3.38e-02
97	0.00e+00	3.41e-02
98	0.00e+00	3.54e-02
99	0.00e+00	3.58e-02
100	0.00e+00	3.56e-02
101	0.00e+00	3.72e-02
102	0.00e+00	3.90e-02
103	0.00e+00	3.87e-02
104	0.00e+00	3.93e-02
105	0.00e+00	4.01e-02
106	0.00e+00	3.97e-02
107	0.00e+00	3.99e-02
108	0.00e+00	4.04e-02
109	0.00e+00	4.14e-02
110	0.00e+00	4.28e-02
111	0.00e+00	4.31e-02
112	0.00e+00	4.25e-02
113	0.00e+00	4.35e-02
114	0.00e+00	4.52e-02
115	0.00e+00	4.48e-02
116	0.00e+00	4.51e-02
117	0.00e+00	4.59e-02
118	0.00e+00	4.61e-02
119	0.00e+00	4.64e-02
120	0.00e+00	4.74e-02
121	0.00e+00	4.79e-02
122	0.00e+00	4.85e-02
123	0.00e+00	4.98e-02
124	0.00e+00	4.95e-02
125	0.00e+00	5.09e-02
126	0.00e+00	5.12e-02
127	0.00e+00	5.25e-02
128	0.00e+00	5.14e-02
129	0.00e+00	5.19e-02
130	0.00e+00	5.27e-02
131	0.00e+00	5.29e-02
132	0.00e+00	5.41e-02
133	0.00e+00	5.40e-02
134	0.00e+00	5.46e-02
135	0.00e+00	5.61e-02
136	0.00e+00	5.56e-02
137	0.00e+00	5.58e-02
138	0.00e+00	5.63e-02
139	0.00e+00	5.53e-02
140	0.00e+00	5.69e-02
141	0.00e+00	5.69e-02
142	0.00e+00	5.80e-02
143	0.00e+00	5.77e-02
144	0.00e+00	5.83e-02
145	0.00e+00	5.92e-02
